DPP_ID,Sector,Product_Name,Manufacturer,Manufacturing_Country_ISO2,Manufacturing_Date,Product_Version,Unit_of_Measure,Product_Weight_kg,Expected_Lifetime_Years,Primary_Material_pct,Secondary_Material_pct,Other_Materials_pct,Recycled_Content_pct,Bio_Based_Content_pct,CRM_Composition_detail,CRM_Total_pct,Hazardous_Substances,Hazardous_Flag,GWP_Total_kgCO2eq,GWP_A1_A3_Extraction_kgCO2eq,GWP_A4_A5_Manufacturing_kgCO2eq,GWP_B_Use_Phase_kgCO2eq,GWP_C_EoL_kgCO2eq,LCA_Extraction_pct,LCA_Manufacturing_pct,LCA_Use_Phase_pct,LCA_EoL_pct,LCA_Sum_check,Energy_Manufacturing_MJ,Renewable_Energy_Share_pct,Water_Usage_Litres,Land_Use_m2a,Eutrophication_kgPeq,Acidification_molHp,Particulate_Matter_kgPM25eq,Resource_Depletion_kgSbeq,Recyclability_Score_pct,Repairability_Score_1_10,Durability_Index_0_1,Disassembly_Time_min,Spare_Parts_Available_Years,Design_for_Disassembly,Remanufacturing_Potential,EoL_Scenario,EoL_Recovery_Rate_pct,EoL_Treatment_Country,Collection_Infrastructure,Primary_Supply_Country,Supply_Concentration_Risk_1_10,Transport_Distance_km,Transport_GWP_kgCO2eq,Conflict_Minerals_Flag,Social_Risk_Score_1_10,Certifications,REACH_SVHC_Compliant,RoHS_Compliant,ESPR_Applicable,EU_Battery_Reg_Applicable,CRMA_Strategic_Material,DPP_Completeness_Score,DPP_Data_Quality,DPP_Verifier,DPP_Issue_Date,DPP_Expiry_Date,DPP_Standard_Version,Data_Source,Anomaly_Flag,Anomaly_Type,Anomaly_Severity,Unnamed: 70,Unnamed: 71,ANOMALY LABELS
DPP-CON-00456,Construction,Aerogel Insulation Blanket,HeidelbergMaterials (DE),FI,2019-05-31,v5.2,kg or m²,2577.818,71,12.5,26.41,61.09,86.1,33.1,Silicon (PV panels): 0.8802%; Boron: 7.1595%,8.0397,None declared,False,8221548.3,2318476.62,2877541.9,1734746.69,1290783.08,28.2,35.0,21.1,15.7,100,18387.73,,587946.98,74.121,22.23134,15.64397,4.839748,0.9018992,26.6,10.0,0.718,14.0,3.0,Yes,Not assessed,Second-life cascade application,26.6,BE,Industrial collection,CL,8.0,4381.0,2823.355,False,6.9,EU Battery Regulation 2023/1542; EN 15804+A2; CE Marking,True,True,True,False,True,0.713,High,TÜV SÜD,2019-09-06,2022-09-05,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00457,Construction,Triple-Glazed Window Unit,Northvolt AB (SE),RO,2020-03-01,v3.7,kg or m²,7856.454,80,68.21,11.5,20.29,37.1,25.2,Chromium (stainless steel): 2.0075%; Boron: 5.3817%,7.3892,Isocyanates,True,28258055.16,11698834.84,9268642.09,2571483.02,,41.4,32.8,9.1,16.7,100,260195.52,4.3,3656661.25,38.797,30.10296,9.66681,4.498326,,21.5,5.0,0.435,,3.0,Partial,Medium,Energy recovery (incineration),82.2,DE,Not established,PE,2.3,17861.0,35081.031,,2.2,EN 15804+A2; EPD (Environmental Product Declaration); FSC Certified,True,True,True,False,True,0.925,High,TÜV SÜD,2020-08-15,2022-08-15,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00458,Construction,Cross-Laminated Timber (CLT) Panel,Arkema SA (FR),NL,2019-03-18,v3.3,kg or m²,1198.929,64,15.81,53.38,30.81,5.9,11.7,Gallium (CIGS panels): 0.7062%; Indium (thin film PV): 5.8120%; Chromium (stainless steel): 5.0635%,11.5817,None declared,False,3574720.71,1412014.68,1780210.91,958025.15,-575530.03,39.5,49.8,26.8,-16.1,100,39482.66,,361061.88,13.292,18.19657,16.89277,0.978132,0.5335118,52.4,6.8,0.522,168.0,16.0,Partial,Not assessed,Mechanical recycling,90.0,CZ,Take-back scheme,DRC,3.7,,3434.032,False,1.5,ISO 14001:2015; EPD (Environmental Product Declaration); CE Marking; ISO 14040/44 LCA,False,True,True,False,True,0.681,High,TÜV SÜD,2019-04-24,2020-04-23,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00459,Construction,Recycled Steel Rebar,BASF SE (DE),AT,2023-10-03,v2.7,kg or m²,6440.179,94,,66.54,,62.6,3.3,Boron: 3.7508%; Chromium (stainless steel): 0.2355%; Indium (thin film PV): 7.3740%,11.3603,Chromium VI,True,2335031.66,649138.8,1029748.96,670154.09,-14010.19,27.8,44.1,,,100,273963.17,4.4,1219749.91,175.064,48.35816,15.80243,2.047629,1.2849213,10.4,2.7,0.482,142.0,4.0,No,Low,Direct reuse / refurbishment,69.6,CH,Take-back scheme,DRC,9.9,5945.0,9571.716,True,5.1,FSC Certified; Cradle to Cradle Certified; REACH Reg. EC/1907/2006; WEEE Directive 2012/19/EU; ESPR Regulation EU/2024/1781,False,True,False,False,True,0.885,High,DEKRA,2024-02-29,2025-02-28,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00460,Construction,Photovoltaic Façade Panel,Automotive Cells Co. (FR),FR,2018-09-14,v1.1,kg or m²,9114.335,27,29.07,39.75,31.18,,39.3,Indium (thin film PV): 1.2466%; Silicon (PV panels): 2.1813%; Chromium (stainless steel): 4.2232%,7.6511,Asbestos (legacy),True,5044403.88,2068205.59,1301456.2,1962273.11,-287531.02,41.0,25.8,38.9,,100,72566.07,53.2,3418603.97,7.557,19.51044,9.29455,1.228762,0.4428029,55.8,7.8,0.952,99.0,2.0,Partial,Medium,Hydrometallurgical recovery,20.9,HU,Industrial collection,US,6.1,9341.0,21284.251,False,1.9,ISO 14001:2015,True,True,True,False,True,0.492,Medium,DEKRA,2018-11-16,2020-11-15,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00461,Construction,Low-Carbon Concrete Mix,Eileen Fisher (US),ES,2024-08-25,v1.4,kg or m²,3574.171,67,43.9,32.39,23.71,14.6,28.9,Boron: 5.3325%; Gallium (CIGS panels): 1.2034%; Silicon (PV panels): 0.8253%,7.3612,None declared,False,2291466.74,474333.62,556826.42,536203.22,724103.49,20.7,24.3,,31.6,100,165543.27,19.3,1197401.76,113.305,10.93477,17.67433,1.40321,0.1306944,12.5,9.0,0.732,155.0,58.0,Yes,High,Hydrometallurgical recovery,43.8,NL,Municipal WEEE,BR,6.8,,11589.249,True,2.9,ISO 14001:2015; EU Battery Regulation 2023/1542,True,True,True,False,True,0.794,Medium,Intertek,2024-10-02,2026-10-02,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00462,Construction,Geopolymer Cement,Solvay SA (BE),NL,2024-11-27,v4.4,kg or m²,8636.078,83,18.71,46.94,34.35,11.6,19.5,Gallium (CIGS panels): 5.4011%,5.4011,None declared,False,1964261.07,241604.11,903560.09,640349.11,178747.76,12.3,46.0,32.6,9.1,100,209259.81,41.5,3500933.7,1.643,5.60116,19.92025,4.035474,,40.2,7.3,0.952,174.0,30.0,Yes,High,Hydrometallurgical recovery,28.5,CN,Municipal WEEE,AU,8.3,4258.0,9193.105,False,5.4,RoHS Directive 2011/65/EU,False,True,True,False,True,0.942,High,DNV,2025-03-20,2030-03-19,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00463,Construction,Cross-Laminated Timber (CLT) Panel,Freyr Battery (NO),RO,2022-10-19,v3.7,kg or m²,9568.93,56,31.6,38.17,,33.7,18.4,Boron: 1.0248%; Chromium (stainless steel): 4.4590%; Silicon (PV panels): 3.4664%,8.9502,Chromium VI; Silica dust,True,34297452.74,11180969.59,8711553.0,7065275.26,7339654.89,32.6,25.4,20.6,21.4,100,138580.89,66.6,1998372.29,194.477,3.05235,17.86884,3.209714,1.6648499,97.6,2.1,0.927,166.0,15.0,Partial,Low,Chemical recycling (pyrolysis),66.4,CH,PRO (Producer Responsibility),AU,3.9,8970.0,,False,1.2,ISO 14040/44 LCA; FSC Certified; ISO 50001,,True,True,False,True,0.885,Low,DEKRA,2023-04-09,2026-04-08,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00464,Construction,Reflective Cool Roof Membrane,Holcim Group (CH),NL,2021-02-15,v1.1,kg or m²,5136.452,73,39.77,,,33.7,35.5,Boron: 3.7381%; Chromium (stainless steel): 3.1847%; Silicon (PV panels): 0.4765%,7.3993,None declared,False,25459231.54,11227521.11,10361907.24,4328069.36,-458266.17,44.1,40.7,17.0,-1.8,100,185228.41,14.5,2542498.53,39.026,26.88891,7.50657,2.019616,0.0681918,27.4,1.0,0.81,11.0,72.0,Yes,Not assessed,Energy recovery (incineration),90.1,NL,Take-back scheme,BR,7.5,17659.0,22676.151,False,,ESPR Regulation EU/2024/1781; EU Battery Regulation 2023/1542; FSC Certified; Cradle to Cradle Certified; REACH Reg. EC/1907/2006,True,True,True,False,True,0.52,Medium,SGS,2021-07-23,2024-07-22,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00465,Construction,Bio-Based Foam Insulation,ams-OSRAM (AT),CH,2018-08-23,v3.5,kg or m²,1182.608,28,66.71,28.9,4.39,72.2,7.9,Gallium (CIGS panels): 1.4713%,1.4713,Chromium VI; VOC solvents,True,3131755.46,710908.49,1528296.66,319439.06,573111.25,,48.8,10.2,18.3,,,50.0,198377.73,53.952,23.44196,2.64636,4.439718,0.5956764,100.0,4.6,0.47,46.0,8.0,No,High,Direct reuse / refurbishment,70.0,RO,Industrial collection,NG,3.3,720.0,212.869,True,3.8,CE Marking,False,True,True,False,True,0.964,Medium,DNV,2018-09-28,2022-09-27,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00466,Construction,Low-Carbon Concrete Mix,STMicroelectronics (NL),NO,2023-09-15,v5.3,kg or m²,3369.179,43,15.49,,44.2,71.2,8,Indium (thin film PV): 6.7724%; Boron: 4.9488%; Silicon (PV panels): 3.4520%,,Chromium VI,True,12849413.2,1876014.33,,1284941.32,3944769.85,14.6,44.7,10.0,30.7,100,58868.78,69.2,920335.74,14.138,9.72616,10.22538,1.961887,1.271023,125.4829054152968,5.3,0.95,22.0,25.0,No,Medium,Composting (bio-based only),69.8,FI,Industrial collection,ZA,7.0,15545.0,13093.472,False,5.7,FSC Certified; ESPR Regulation EU/2024/1781; CE Marking,False,True,False,False,True,0.987,Medium,DNV,2024-01-13,2025-01-12,ESPR 2024/1781 v1.0,Manufacturer declaration,True,Recyclability >100% (constraint violation),Medium,,,
DPP-CON-00467,Construction,Hollow Core Prestressed Slab,Patagonia Inc. (US),DK,2019-08-02,v4.3,kg or m²,7520.536,23,5.75,0.5,93.75,48.1,19.4,Chromium (stainless steel): 0.7357%,0.7357,Isocyanates; Asbestos (legacy),True,23713322.3,7896536.33,11192688.13,6710870.21,-2086772.36,33.3,47.2,28.3,-8.8,100,10304.79,15.8,3006136.19,163.772,7.38605,16.00946,4.983347,0.4762329,8.9,7.5,0.484,150.0,7.0,No,High,Energy recovery (incineration),73.6,PT,Municipal WEEE,ZA,10.0,14021.0,26361.359,False,6.6,FSC Certified; EN 15804+A2; CE Marking,True,True,True,False,True,0.716,High,SGS,2019-09-15,2023-09-14,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00468,Construction,Recycled Aggregate Concrete,Renewlondon Fabrics (UK),CH,2021-10-25,v1.7,kg or m²,9968.965,28,27.44,33.02,39.54,,10.9,Boron: 3.0256%; Gallium (CIGS panels): 5.2624%,8.288,Asbestos (legacy); Silica dust,True,49754512.04,12140100.94,15175126.17,3582324.87,18856960.06,24.4,30.5,7.2,37.9,100,92420.48,15.4,983896.16,54.948,4.93916,3.71941,1.507663,1.9341257,43.3,8.1,0.543,26.0,9.0,Yes,Not assessed,Pyrometallurgical smelting,49.6,DE,Take-back scheme,US,3.4,15984.0,39835.984,True,7.0,EN 15804+A2; EU Battery Regulation 2023/1542; EPD (Environmental Product Declaration),True,True,True,False,True,0.507,Medium,Bureau Veritas,2022-02-22,2024-02-22,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00469,Construction,Geopolymer Cement,Samsung Electronics (KR),HU,2024-02-09,v3.1,kg or m²,5715.297,38,52.16,15.95,31.89,27.3,4.4,Boron: 7.8467%,7.8467,None declared,False,16277627.82,5306506.67,7585374.56,2262590.27,1123156.32,32.6,46.6,13.9,6.9,100,220882.11,,1965436.3,34.745,23.29782,5.81645,1.93021,0.8621578,69.0,5.1,0.772,101.0,6.0,No,High,Second-life cascade application,68.4,CH,PRO (Producer Responsibility),AU,4.8,3250.0,4643.679,False,3.2,EPD (Environmental Product Declaration); CE Marking; ISO 50001,False,True,False,False,True,0.509,Low,SGS,2024-04-22,2028-04-21,ESPR 2024/1781 v1.0,Manufacturer declaration,,Normal,,,,
DPP-CON-00470,Construction,Low-Carbon Concrete Mix,EcoTex Nordic (SE),SE,2025-02-27,v5.5,kg or m²,3637.494,51,34.04,65.96,0,11.3,7.4,Gallium (CIGS panels): 6.7957%; Chromium (stainless steel): 2.2216%,9.0173,None declared,False,7901764.81,1604058.26,1833209.44,2734010.62,1730486.49,20.3,23.2,34.6,21.9,100,164191.21,9.9,494564.88,45.339,10.50697,12.35522,4.958577,0.9723891,100.0,4.4,0.535,84.0,26.0,Yes,Low,Second-life cascade application,65.6,AU,Take-back scheme,PE,1.8,2419.0,2199.774,False,5.8,EPD (Environmental Product Declaration),True,True,False,False,True,0.644,Medium,DNV,2025-03-23,2027-03-23,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00471,Construction,Hempcrete Block,HeidelbergMaterials (DE),IT,2019-05-13,v2.0,kg or m²,4467.846,46,58.19,20.2,21.61,13.2,17.7,Silicon (PV panels): 2.6608%,2.6608,Asbestos (legacy); Isocyanates,True,3549636.55,443704.57,844813.5,1075539.87,1185578.61,12.5,23.8,30.3,,100,218664.54,69.0,74326.25,80.276,24.4256,1.53929,3.223852,1.165562,100.0,9.2,0.685,229.0,31.0,No,Low,Upcycling to new application,12.9,DE,Municipal WEEE,CA,4.3,,14998.559,False,1.2,Cradle to Cradle Certified; Bluesign®; WEEE Directive 2012/19/EU; ISO 14001:2015,True,True,True,False,True,0.561,Low,DNV,2019-09-10,2023-09-09,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00472,Construction,Cross-Laminated Timber (CLT) Panel,VELUX A/S (DK),ES,2022-08-25,v4.1,kg or m²,3427.811,93,86.54,13.46,0,77.2,4,Gallium (CIGS panels): 4.7767%,4.7767,None declared,False,9583439.27,1945438.17,2137106.96,872092.97,4628801.17,20.3,22.3,9.1,48.3,,136265.59,72.3,695240.73,154.192,7.98097,16.01701,3.352725,1.7691397,36.8,3.4,0.707,49.0,81.0,Partial,Medium,Second-life cascade application,31.4,ES,Not established,IN,9.4,17377.0,14891.268,False,9.7,Bluesign®; Cradle to Cradle Certified; ISO 50001; OEKO-TEX® STANDARD 100,True,True,False,False,True,0.607,Medium,Self-declared,2023-02-12,2024-02-12,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00473,Construction,Cross-Laminated Timber (CLT) Panel,Veolia Environnement (FR),NO,2025-02-08,v5.6,kg or m²,3451.35,29,12.5,27.58,59.92,57.5,9.4,Silicon (PV panels): 5.1168%; Chromium (stainless steel): 0.2101%,5.3269,None declared,False,10735483.1,2447690.15,3413883.63,2490632.08,2383277.25,22.8,31.8,23.2,22.2,100,65153.74,47.4,416932.49,67.998,27.39255,14.49135,,0.0544472,77.0,9.5,0.882,7.0,27.0,Yes,High,Landfill (residual waste),29.9,DK,PRO (Producer Responsibility),IN,5.7,8059.0,6953.607,False,3.7,FSC Certified; ISO 50001; OEKO-TEX® STANDARD 100,True,True,False,False,True,0.613,High,Self-declared,2025-04-04,2028-04-03,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00474,Construction,Portland Cement CEM I 52.5,HeidelbergMaterials (DE),FR,2023-07-16,v1.9,kg or m²,7626.803,74,8.42,47.38,44.2,37.6,3,Silicon (PV panels): 6.7745%,6.7745,None declared,False,13307136.08,3499776.79,3992140.82,4551040.54,1264177.93,26.3,30.0,34.2,9.5,100,237859.76,25.4,664927.29,181.22,18.22461,4.1616,2.195018,1.691944,66.1,,0.446,73.0,73.0,No,Medium,Composting (bio-based only),59.4,CL,PRO (Producer Responsibility),DRC,9.5,17319.0,33022.15,False,9.4,RoHS Directive 2011/65/EU; EN 15804+A2; ISO 14040/44 LCA,True,True,,False,True,0.769,Medium,Intertek,2023-10-17,2028-10-15,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00475,Construction,Photovoltaic Façade Panel,Northvolt AB (SE),FR,2021-04-26,v3.5,kg or m²,1023.903,38,18.42,13.1,68.48,23.9,39.4,Silicon (PV panels): 0.2443%; Indium (thin film PV): 5.2275%,5.4718,None declared,False,1713176.71,236418.39,,573914.2,186736.26,13.8,41.8,33.5,10.9,100,28769.39,26.6,89407.6,163.403,44.87841,,1.135331,1.0004508,95.2,8.4,0.985,211.0,8.0,Partial,Low,Landfill (residual waste),43.3,PL,Not established,US,1.9,15696.0,4017.795,True,4.9,WEEE Directive 2012/19/EU; EU Battery Regulation 2023/1542; EPD (Environmental Product Declaration); CE Marking; Cradle to Cradle Certified,True,True,True,False,True,0.5,High,Bureau Veritas,2021-10-05,2024-10-04,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00476,Construction,Triple-Glazed Window Unit,Northvolt AB (SE),IT,2019-11-20,v4.9,kg or m²,891.942,58,53.22,26.35,20.43,15.7,4,Chromium (stainless steel): 7.6921%,7.6921,None declared,False,3908563.43,644912.97,1446168.47,1493071.23,324410.76,,37.0,38.2,8.3,100,14355.66,,254344.79,166.632,13.12845,17.24513,1.024978,1.6956665,73.4,4.0,0.794,75.0,21.0,No,Low,Chemical recycling (pyrolysis),63.3,AU,Not established,CL,5.1,15045.0,3354.817,False,5.8,ISO 14001:2015; FSC Certified; WEEE Directive 2012/19/EU; EPD (Environmental Product Declaration),True,True,True,False,True,0.997,High,Self-declared,2020-03-11,2021-03-11,ESPR 2024/1781 v1.0,Hybrid (measured + modelled),False,Normal,,,,
DPP-CON-00477,Construction,Low-Carbon Concrete Mix,Lanxess AG (DE),NO,2025-12-04,v1.3,kg or m²,5288.383,20,91.16,8.84,0,,33.2,Chromium (stainless steel): 6.6616%; Silicon (PV panels): 5.8555%; Gallium (CIGS panels): 5.9955%,18.5126,None declared,False,3172894.55,574293.91,,837644.16,399784.71,18.1,42.9,26.4,12.6,100,232069.52,79.7,2475592.48,41.693,9.05329,1.08451,1.409699,0.5874876,16.7,3.5,,107.0,14.0,Partial,Medium,Chemical recycling (pyrolysis),22.7,CH,PRO (Producer Responsibility),PH,7.9,7551.0,9983.145,True,6.4,Bluesign®; ESPR Regulation EU/2024/1781,True,True,True,False,True,0.717,High,DEKRA,2025-12-24,2030-12-23,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00478,Construction,Reflective Cool Roof Membrane,EnerTeck (FR),SE,2024-11-16,v5.5,kg or m²,9559.872,82,,13.32,70.68,59.1,33.7,Gallium (CIGS panels): 1.5016%; Chromium (stainless steel): 0.7946%; Indium (thin film PV): 8.1015%,10.3977,None declared,False,30298903.41,7453530.24,4999319.06,2969292.53,,24.6,16.5,9.8,49.1,100,51412.02,44.8,634802.33,1.972,25.43721,11.70952,2.96742,0.7119496,100.0,4.9,0.803,153.0,27.0,Partial,Low,Energy recovery (incineration),120.8,AU,Not established,ZA,,12560.0,30017.998,,2.3,ISO 14001:2015; Cradle to Cradle Certified; ISO 14040/44 LCA,True,True,True,False,True,0.508,Low,SGS,2025-04-30,2029-04-29,ESPR 2024/1781 v1.0,Third-party audit,True,EOL recovery > recyclability (logical inconsistency),Medium,,,
DPP-CON-00479,Construction,Aerogel Insulation Blanket,IndiTex Group (ES),PL,2020-12-03,v2.7,kg or m²,5270.288,98,10.38,34.56,55.06,64.5,9.4,Boron: 7.6124%; Chromium (stainless steel): 1.1350%,8.7474,Asbestos (legacy),True,26315523.76,4947318.47,5342051.32,3684173.33,12341980.64,18.8,20.3,14.0,46.9,100,43701.15,20.0,836408.76,152.511,45.85179,12.08302,3.320242,1.11107,100.0,8.7,0.774,67.0,12.0,No,Not assessed,Hydrometallurgical recovery,35.3,SE,Take-back scheme,ZA,3.1,15583.0,20531.724,False,9.6,CE Marking; EN 15804+A2; ISO 14001:2015; WEEE Directive 2012/19/EU,,True,True,False,True,0.614,High,Intertek,2021-04-15,2024-04-14,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00480,Construction,Triple-Glazed Window Unit,Johnson Matthey PLC (UK),DK,2021-03-08,v4.1,kg or m²,5639.254,78,87.56,12.44,0,7.3,,Boron: 0.1168%; Indium (thin film PV): 0.4386%; Gallium (CIGS panels): 7.8683%,8.4237,Chromium VI; VOC solvents,True,8206459.46,1616672.51,1797214.62,2207537.59,2585034.73,19.7,21.9,26.9,31.5,100,217847.46,52.7,2394270.56,173.181,26.98499,11.76144,4.672708,1.9693382,81.6,7.7,0.834,55.0,48.0,Yes,Medium,Pyrometallurgical smelting,29.5,ES,PRO (Producer Responsibility),BR,3.0,11872.0,16737.306,True,6.1,OEKO-TEX® STANDARD 100; EN 15804+A2; EU Battery Regulation 2023/1542; CE Marking,,True,True,False,True,0.714,Medium,Self-declared,2021-08-11,2022-08-11,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00481,Construction,Geopolymer Cement,HeidelbergMaterials (DE),AT,2024-02-26,v5.2,kg or m²,2702.772,77,81.51,18.49,0,12.1,23,Chromium (stainless steel): 4.2798%; Gallium (CIGS panels): 7.3605%; Indium (thin film PV): 1.9361%,13.5764,None declared,False,12512265.52,1726692.64,4466878.79,963444.45,5355249.64,13.8,35.7,7.7,42.8,100,21705.8,27.7,550158.7,196.466,42.44314,16.03057,1.683398,,64.3,8.4,0.365,143.0,66.0,Partial,Low,Mechanical recycling,75.5,DK,Industrial collection,CA,7.5,1044.0,705.423,False,3.0,EN 15804+A2; ISO 50001; WEEE Directive 2012/19/EU; ISO 14001:2015,True,True,True,False,True,0.65,Medium,Self-declared,2024-07-01,2027-07-01,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00482,Construction,Recycled Steel Rebar,Vishay Intertechnology (US),RO,2018-06-13,v3.8,kg or m²,6946.652,44,14.78,24.73,60.49,28.6,12.8,Chromium (stainless steel): 0.5966%; Boron: 3.6454%; Silicon (PV panels): 1.0531%,5.2951,Isocyanates,True,8147012.24,3332128.01,2941071.42,936906.41,936906.41,40.9,36.1,11.5,11.5,100,32559.18,53.9,2682317.75,127.836,22.41721,15.3108,,1.1303133,100.0,8.3,0.479,23.0,1.0,Partial,Not assessed,Upcycling to new application,28.8,CL,PRO (Producer Responsibility),PH,6.5,14222.0,24698.821,False,4.1,RoHS Directive 2011/65/EU; FSC Certified; ESPR Regulation EU/2024/1781; ISO 14001:2015; OEKO-TEX® STANDARD 100,True,True,True,False,True,0.893,Medium,SGS,2018-11-04,2021-11-03,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
DPP-CON-00483,Construction,Geopolymer Cement,ams-OSRAM (AT),NL,2018-03-25,v3.0,kg or m²,8770.321,38,55.75,27.43,16.82,26.0,7.6,Boron: 0.6360%; Indium (thin film PV): 6.5165%; Chromium (stainless steel): 7.2032%,14.3557,Silica dust,True,2438038.24,416904.54,519302.15,602195.45,,17.1,21.3,24.7,36.9,100,,2.9,335021.15,136.801,12.42202,14.13835,0.139884,0.9198153,7.5,8.3,,232.0,30.0,Partial,Low,Hydrometallurgical recovery,72.5,PE,Industrial collection,PE,1.6,1126.0,,False,,WEEE Directive 2012/19/EU; REACH Reg. EC/1907/2006; ESPR Regulation EU/2024/1781; ISO 14001:2015,,True,True,False,True,0.663,Medium,Bureau Veritas,2018-08-16,2023-08-15,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00484,Construction,Aerogel Insulation Blanket,Umicore NV (BE),PL,2019-01-28,v3.8,kg or m²,8448.994,24,72.09,27.91,0,5.8,4.3,Chromium (stainless steel): 7.7246%,7.7246,Silica dust; Chromium VI,True,33361219.4,11809871.67,6305270.47,10809035.09,4437042.18,35.4,18.9,32.4,13.3,100,386990.06,76.4,1843682.54,103.632,24.23462,17.35275,0.779753,0.6535278,64.6,8.5,0.377,148.0,2.0,No,Not assessed,Chemical recycling (pyrolysis),79.7,HU,PRO (Producer Responsibility),CL,8.5,10100.0,21333.71,False,1.3,REACH Reg. EC/1907/2006; ISO 14040/44 LCA,True,,False,False,True,0.762,Low,Self-declared,2019-03-13,2024-03-11,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00485,Construction,Triple-Glazed Window Unit,Patagonia Inc. (US),FI,2019-12-30,v3.5,kg or m²,5103.784,82,48.47,51.53,0,34.1,36.4,Indium (thin film PV): 0.3827%; Silicon (PV panels): 7.0913%,7.474,VOC solvents,True,11034492.32,1224828.65,3895175.79,2041381.08,3873106.8,11.1,35.3,18.5,35.1,100,100193.6,29.3,1146227.72,167.345,23.09139,18.9318,1.225662,,,6.7,0.963,170.0,55.0,Partial,Not assessed,Upcycling to new application,84.3,ZA,Municipal WEEE,AU,9.2,11510.0,14686.138,False,2.8,OEKO-TEX® STANDARD 100; Bluesign®; WEEE Directive 2012/19/EU,True,True,True,False,True,0.518,Medium,SGS,2020-06-09,2023-06-09,ESPR 2024/1781 v1.0,Third-party audit,False,Normal,,,,
DPP-CON-00486,Construction,Recycled Aggregate Concrete,Verkor SAS (FR),CH,2019-10-26,v2.3,kg or m²,9858.497,87,,27.55,45.48,42.0,22,Boron: 2.5847%; Gallium (CIGS panels): 7.6648%,10.2495,None declared,False,32756943.41,,16116416.16,11268388.53,-9073673.32,,49.2,34.4,-27.7,,303404.02,9.6,4061.73,40.367,27.26837,17.50621,4.597277,0.675763,100.0,4.6,0.855,20.0,46.0,Partial,High,Landfill (residual waste),52.4,DE,Industrial collection,AU,9.2,15792.0,38921.346,False,9.1,CE Marking,False,True,False,False,True,0.493,High,TÜV SÜD,2020-04-15,2024-04-14,ESPR 2024/1781 v1.0,Modelled (SimaPro),False,Normal,,,,
DPP-CON-00487,Construction,Hollow Core Prestressed Slab,IndiTex Group (ES),BE,2021-02-05,v5.7,kg or m²,1089.566,43,,21.96,55.99,44.7,32.7,Gallium (CIGS panels): 1.8841%; Indium (thin film PV): 6.7521%; Chromium (stainless steel): 5.7005%,14.3367,Silica dust,True,4841002.81,958518.56,1065020.62,1486187.86,1331275.77,19.8,22.0,30.7,27.5,100,45438.24,39.0,396514.93,174.416,28.19651,18.8522,2.716045,0.3742793,12.9,7.4,,130.0,38.0,No,Low,Composting (bio-based only),89.9,FR,PRO (Producer Responsibility),RU,5.8,11854.0,3228.929,False,1.2,ISO 50001; ESPR Regulation EU/2024/1781; OEKO-TEX® STANDARD 100,True,True,True,False,True,0.771,Medium,SGS,2021-03-21,2026-03-20,ESPR 2024/1781 v1.0,Manufacturer declaration,False,Normal,,,,
